city	cityASCII	latitude	longitude	country	population	id	zoomLevel	countryColor
Anshun	Anshun	26.2531	105.9476	China	2353100	1156415948	1	#FFAADE
Huainan	Huainan	32.6314	117.0194	China	2333896	1156877299	3.5	#FFAADE
Depok	Depok	-6.394	106.8225	Indonesia	2330333	1360962899	13.9	
Konya	Konya	37.8667	32.4833	Turkey	2320241	1792014004	2.3	
Haiphong	Haiphong	20.8651	106.6838	Vietnam	2310280	1704000623	1	
Yanjiang	Yanjiang	30.129	104.627	China	2308631	1156217114	1	#FFAADE
Guangyuan	Guangyuan	32.436	105.844	China	2305657	1156084562	1	#FFAADE
Baku	Baku	40.3667	49.8352	Azerbaijan	2300500	1031946365	1	
Yingkou	Yingkou	40.625	122.219	China	2296540	1156257074	1	#FFAADE
Mudanjiang	Mudanjiang	44.5514	129.6329	China	2290208	1156249698	1	#FFAADE
Riverside	Riverside	33.9381	-117.3949	United States	2288508	1840020551	1	#2B70C9
Fukuoka	Fukuoka	33.59	130.4017	Japan	2286000	1392576294	2.3	#C33C3C
Nantong	Nantong	31.981	120.894	China	2261382	1156045365	3.5	#FFAADE
Lincang	Lincang	23.884	100.089	China	2257991	1156044130	1	#FFAADE
Las Vegas	Las Vegas	36.2333	-115.2654	United States	2256509	1840020364	1	#2B70C9
Haikou	Haikou	20.0186	110.3488	China	2250000	1156183327	2	#FFAADE
Yuxi	Yuxi	24.347	102.527	China	2249502	1156682309	1	#FFAADE
Tangerang	Tangerang	-6.1703	106.6403	Indonesia	2237006	1360002844	65	
Supaul	Supaul	26.126	86.605	India	2229076	1356015995	1	#FF7C4C
Almaty	Almaty	43.24	76.915	Kazakhstan	2228675	1398351701	1.1	
Vienna	Vienna	48.2083	16.3725	Austria	2223236	1040261752	1	
EÅŸfahÄn	Esfahan	32.6653	51.6703	Iran	2219343	1364023865	1	
Xining	Xining	36.6224	101.7804	China	2208708	1156081448	5.3	#FFAADE
Jincheng	Jincheng	35.491	112.852	China	2194545	1156163376	1	#FFAADE
Baltimore	Baltimore	39.3051	-76.6144	United States	2189589	1840001592	1	#2B70C9
Dandong	Dandong	40.1167	124.3833	China	2188436	1156178316	1	#FFAADE
Yanâ€™an	Yan'an	36.65	109.494	China	2187009	1156546342	1	#FFAADE
Qinbaling	Qinbaling	35.7091	107.6436	China	2179716	1156032582	1	#FFAADE
Gaoping	Gaoping	30.7824	106.1281	China	2174000	1156522457	1	#FFAADE
Awka	Awka	6.2069	7.0678	Nigeria	2171900	1566560581	1	
Taizhou	Taizhou	28.6557	121.4208	China	2162461	1156322307	1	#FFAADE
Maâ€™anshan	Ma'anshan	31.669	118.507	China	2159930	1156847452	1	#FFAADE
Jiamusi	Jiamusi	46.8	130.319	China	2156505	1156350864	1	#FFAADE
Perth	Perth	-31.9558	115.8597	Australia	2141834	1036178956	1	#FFA747
Gaziantep	Gaziantep	37.0628	37.3792	Turkey	2130432	1792911843	1	
Phnom Penh	Phnom Penh	11.5696	104.921	Cambodia	2129371	1116260534	3.5	
St. Louis	St. Louis	38.6359	-90.2451	United States	2127843	1840001651	1	#2B70C9
Mogadishu	Mogadishu	2.0392	45.3419	Somalia	2120000	1706893395	1	
Lishui	Lishui	28.468	119.923	China	2116957	1156858793	1	#FFAADE
Kowloon	Kowloon	22.3167	114.1833	Hong Kong	2108419	1344538284	64	
CÃ³rdoba	Cordoba	-31.4167	-64.1833	Argentina	2106734	1032803249	1	#84D8FF
Zamboanga City	Zamboanga City	6.9042	122.0761	Philippines	2100000	1608189351	1	
Rawalpindi	Rawalpindi	33.6	73.0333	Pakistan	2098231	1586344001	2	
Havana	Havana	23.1367	-82.3589	Cuba	2089532	1192752771	1	
Chongzuo	Chongzuo	22.377	107.365	China	2088692	1156438670	1	#FFAADE
Portland	Portland	45.5371	-122.65	United States	2084045	1840019941	1	#2B70C9
Laibin	Laibin	23.7501	109.2212	China	2074611	1156925734	1	#FFAADE
San Antonio	San Antonio	29.4632	-98.5238	United States	2069843	1840022220	8	#2B70C9
Vadodara	Vadodara	22.3	73.2	India	2065771	1356705249	3.5	#FF7C4C
Qingyang	Qingyang	24.7816	118.5517	China	2061600	1156273372	1	#FFAADE
RÄjkot	Rajkot	22.3	70.7833	India	2043000	1356317190	1	#FF7C4C
Shangzhou	Shangzhou	33.8734	109.9186	China	2041231	1156091241	1	#FFAADE
VishÄkhapatnam	Vishakhapatnam	17.7042	83.2978	India	2035922	1356692563	1	#FF7C4C
Shengli	Shengli	37.434	118.6746	China	2035338	1156672254	1	#FFAADE
Sanmenxia	Sanmenxia	34.7732	111.2004	China	2034872	1156529682	1	#FFAADE
Warsaw	Warsaw	52.23	21.0111	Poland	2028000	1616024847	1.5	
Gujranwala	Gujranwala	32.1567	74.19	Pakistan	2027001	1586400472	6.1	
Hezhou	Hezhou	24.4042	111.5672	China	2007858	1156459799	8	#FFAADE
Aleppo	Aleppo	36.2319	37.1681	Syria	2003671	1760366651	2	
Tijuana	Tijuana	32.525	-117.0333	Mexico	2002000	1484708778	1.5	
Puning	Puning	23.298	116.166	China	1998619	1156756494	1	#FFAADE
Indore	Indore	22.7167	75.8472	India	1994397	1356402812	8	#FF7C4C
Minsk	Minsk	53.9006	27.5586	Belarus	1992862	1112348503	1	
Karaj	Karaj	35.8292	50.9675	Iran	1973470	1364258511	21.1	
Kananga	Kananga	-5.897	22.4488	Congo (Kinshasa)	1971704	1180172460	1	
Huaibei	Huaibei	33.956	116.798	China	1970265	1156142626	16	#FFAADE
Peshawar	Peshawar	34.0144	71.5675	Pakistan	1970042	1586851102	7	
Sacramento	Sacramento	38.5677	-121.4685	United States	1962998	1840021491	1	#2B70C9
Sapporo	Sapporo	43.0619	141.3544	Japan	1959313	1392000195	1	#C33C3C
Tilburg	Tilburg	51.5572	5.0911	Netherlands	1944588	1528817379	1	#FFA747
Austin	Austin	30.3005	-97.7522	United States	1915031	1840019590	1	#2B70C9
Orlando	Orlando	28.4773	-81.337	United States	1913597	1840015099	1	#2B70C9
Davao	Davao	7.07	125.6	Philippines	1910167	1608906877	1	
Songjiang	Songjiang	31.0058	121.2333	China	1909713	1156187493	1	#FFAADE
Yinchuan	Yinchuan	38.485	106.225	China	1901793	1156359072	1.1	#FFAADE
Abhepur	Abhepur	39.41	116.38	India	1895686	1356324522	1	#FF7C4C
ThÄne	Thane	19.1972	72.9722	India	1886941	1356681152	1	#FF7C4C
Multan	Multan	30.1978	71.4697	Pakistan	1871843	1586256291	1.7	
Port Harcourt	Port Harcourt	4.8242	7.0336	Nigeria	1865000	1566070649	2	
Fushun	Fushun	41.881	123.957	China	1861372	1156857743	21.1	#FFAADE
Tainan	Tainan	22.9833	120.1833	Taiwan	1856642	1158061376	1	
Pingliang	Pingliang	35.5424	106.6649	China	1848607	1156216904	1	#FFAADE
Siping	Siping	43.1668	124.3506	China	1814733	1156063295	1	#FFAADE
San Juan	San Juan	18.3985	-66.061	Puerto Rico	1809800	1630035577	1	
Pingxiang	Pingxiang	27.659	113.887	China	1804805	1156066465	1	#FFAADE
BhopÄl	Bhopal	23.2599	77.4126	India	1798218	1356734039	1	#FF7C4C
Mosul	Mosul	36.3667	43.1167	Iraq	1792000	1368194914	65	
Mosul	Mosul	36.3667	43.1167	Iraq	1792000	1368194914	1.1	
DiyarbakÄ±r	Diyarbakir	37.91	40.24	Turkey	1791373	1792536241	1	
Lubumbashi	Lubumbashi	-11.6647	27.4794	Congo (Kinshasa)	1786397	1180506234	1	
Benin City	Benin City	6.3333	5.6222	Nigeria	1780000	1566080151	16	
Curitiba	Curitiba	-25.4297	-49.2719	Brazil	1773718	1076701712	1.1	#9CCE59
San Jose	San Jose	37.3012	-121.848	United States	1771563	1840021570	1	#2B70C9
Shuyangzha	Shuyangzha	34.1299	118.7734	China	1770000	1156051957	1	#FFAADE
Adana	Adana	37	35.3213	Turkey	1765981	1792783772	7	
Quito	Quito	-0.22	-78.5125	Ecuador	1763275	1218441993	1.1	
Ä€gra	Agra	27.18	78.02	India	1760285	1356187395	1	#FF7C4C
Peyanvilai	Peyanvilai	8.9	77.9833	India	1750176	1356214129	1	#FF7C4C
Lusaka	Lusaka	-15.4167	28.2833	Zambia	1747152	1894157390	1	
Indianapolis	Indianapolis	39.7771	-86.1458	United States	1740984	1840030084	1	#2B70C9
Hyderabad City	Hyderabad City	25.3792	68.3683	Pakistan	1732693	1586185019	1	
Pimpri-Chinchwad	Pimpri-Chinchwad	18.6186	73.8037	India	1729320	1356475483	1	#FF7C4C
Maracay	Maracay	10.2469	-67.5961	Venezuela	1723236	1862284350	12.1	
MasqaÅ£	Masqat	23.614	58.5911	Oman	1720000	1512001294	1	
Montevideo	Montevideo	-34.9056	-56.1842	Uruguay	1719453	1858107000	9.2	
Pittsburgh	Pittsburgh	40.4397	-79.9763	United States	1712828	1840001254	1	#2B70C9
Cincinnati	Cincinnati	39.1413	-84.506	United States	1704916	1840003814	1	#2B70C9
Manhattan	Manhattan	40.7834	-73.9662	United States	1694263	1840034000	42.2	#2B70C9
Kansas City	Kansas City	39.1238	-94.5541	United States	1686807	1840008535	1	#2B70C9
Budapest	Budapest	47.4983	19.0408	Hungary	1686222	1348611435	3	
Patna	Patna	25.594	85.1376	India	1684222	1356821429	1.1	#FF7C4C
Kampala	Kampala	0.3136	32.5811	Uganda	1680600	1800406299	1.7	
Beihai	Beihai	21.481	109.12	China	1680000	1156421449	1	#FFAADE
Sanzhou	Sanzhou	30.82	108.4	China	1680000	1156025536	1	#FFAADE
Cleveland	Cleveland	41.4764	-81.6805	United States	1679247	1840000596	1	#2B70C9
Conakry	Conakry	9.5092	-13.7122	Guinea	1667864	1324568159	1	
Ximeicun	Ximeicun	24.9612	118.3849	China	1663542	1156173813	1	#FFAADE
Caloocan City	Caloocan City	14.65	120.97	Philippines	1661584	1608897690	1	
Ecatepec	Ecatepec	19.6097	-99.06	Mexico	1655015	1484003694	1	
Yushan	Yushan	31.322	120.985	China	1652159	1156245000	1	#FFAADE
Fuxin	Fuxin	42.022	121.67	China	1647280	1156141954	1	#FFAADE
Novosibirsk	Novosibirsk	55.05	82.95	Russia	1633851	1643399240	2.3	#4B4B4B
BilÄspur	Bilaspur	22.09	82.15	India	1625502	1356820491	1	#FF7C4C
Semarang	Semarang	-6.99	110.4225	Indonesia	1621384	1360745537	9.2	
Jingdezhen	Jingdezhen	29.2917	117.1986	China	1618979	1156038165	1	#FFAADE
LudhiÄna	Ludhiana	30.91	75.85	India	1618879	1356929498	1	#FF7C4C
Liaoyang	Liaoyang	41.279	123.176	China	1604580	1156202749	1	#FFAADE
Jiangyin	Jiangyin	31.839	120.295	China	1595138	1156033234	55.7	#FFAADE
Valencia	Valencia	39.47	-0.3764	Spain	1595000	1724981666	32	#FED142
Shuozhou	Shuozhou	39.3317	112.4329	China	1593444	1156227167	1	#FFAADE
LeÃ³n de los Aldama	Leon de los Aldama	21.1167	-101.6833	Mexico	1579803	1484811199	1	
Columbus	Columbus	39.9862	-82.9855	United States	1578153	1840003760	1	#2B70C9
Puebla	Puebla	19.0333	-98.1833	Mexico	1576259	1484416394	5.3	
BiÃªn HÃ²a	Bien Hoa	10.95	106.8167	Vietnam	1575000	1704863046	1	
Chengtangcun	Chengtangcun	35.0833	117.15	China	1574648	1156883901	1	#FFAADE
Yopougon	Yopougon	5.3748	-4.0867	CÃ´te dâ€™Ivoire	1571065	1384759584	1	
Hebi	Hebi	35.748	114.297	China	1565973	1156114258	1	#FFAADE
ShÄ«rÄz	Shiraz	29.61	52.5425	Iran	1565572	1364432238	1	
Dushanbe	Dushanbe	38.5367	68.78	Tajikistan	1564700	1762930616	1	
Madurai	Madurai	9.9252	78.1198	India	1561129	1356257289	2	#FF7C4C
Huzhou	Huzhou	30.8925	120.0875	China	1558826	1156335543	21.1	#FFAADE
Harare	Harare	-17.8292	31.0522	Zimbabwe	1558823	1716196799	1	
TabrÄ«z	Tabriz	38.0817	46.2992	Iran	1558693	1364141756	1	
Jamshedpur	Jamshedpur	22.7925	86.1842	India	1558000	1356501259	10.6	#FF7C4C
Baicheng	Baicheng	45.62	122.838	China	1551378	1156435764	1	#FFAADE
San JosÃ©	San Jose	9.9325	-84.08	Costa Rica	1543000	1188749877	1	
Shaoyang	Shaoyang	32.912	119.8526	China	1542600	1156668366	1	#FFAADE
San Salvador	San Salvador	13.6989	-89.1914	El Salvador	1538525	1222647454	1	
Palembang	Palembang	-2.9861	104.7556	Indonesia	1535952	1360902897	1.1	
Kawasaki	Kawasaki	35.5167	139.7	Japan	1531646	1392003356	1	#C33C3C
KÅbe	Kobe	34.69	135.1956	Japan	1521707	1392978082	1	#C33C3C
Jiaxing	Jiaxing	30.747	120.756	China	1518654	1156491661	6.1	#FFAADE
Zhangjiajie	Zhangjiajie	29.117	110.479	China	1517027	1156072884	1	#FFAADE
Baiyin	Baiyin	36.5451	104.1389	China	1512110	1156140738	1	#FFAADE
Guiping	Guiping	23.4	110.0833	China	1511011	1156165517	1	#FFAADE
Changshu	Changshu	31.656	120.753	China	1510100	1156901538	24.3	#FFAADE
Jixi	Jixi	45.295	130.969	China	1502060	1156393765	1	#FFAADE
Xushan	Xushan	30.1667	121.2333	China	1502000	1156046916	1	#FFAADE
LomÃ©	Lome	6.1308	1.2153	Togo	1500000	1768409132	1	
Niamey	Niamey	13.515	2.1175	Niger	1496260	1562932886	1	
Gwangju	Gwangju	35.1653	126.8486	Korea, South	1490092	1410000087	9.2	#2B70C9
Recife	Recife	-8.0539	-34.8808	Brazil	1488920	1076137337	1	#9CCE59
NÄsik	Nasik	19.9975	73.7898	India	1486053	1356562598	1	#FF7C4C
Abu Dhabi	Abu Dhabi	24.4667	54.3667	United Arab Emirates	1483000	1784176710	1	
Onitsha	Onitsha	6.1667	6.7833	Nigeria	1483000	1566593483	2.6	
Amsterdam	Amsterdam	52.3728	4.8936	Netherlands	1477213	1528355309	1	#FFA747
VijayavÄda	Vijayawada	16.5193	80.6305	India	1476931	1356807575	1	#FF7C4C
Zapopan	Zapopan	20.7167	-103.4	Mexico	1476491	1484198680	55.7	
Daejeon	Daejeon	36.35	127.385	Korea, South	1475221	1410993875	6.1	#2B70C9
Bronx	Bronx	40.8501	-73.8662	United States	1472654	1840033999	1	#2B70C9
Auckland	Auckland	-36.8492	174.7653	New Zealand	1470100	1554435911	1	
Yekaterinburg	Yekaterinburg	56.8356	60.6128	Russia	1468833	1643582706	1	#4B4B4B
Wuwei	Wuwei	37.929	102.638	China	1464955	1156760291	1	#FFAADE
Jinhua	Jinhua	29.079	119.647	China	1463990	1156547188	3	#FFAADE
KyÅto	Kyoto	35.0117	135.7683	Japan	1463723	1392622735	1	#C33C3C
Pizhou	Pizhou	34.398	117.89	China	1458038	1156114238	1	#FFAADE
Yangshe	Yangshe	31.8767	120.556	China	1447600	1156203000	1	#FFAADE
Dakar	Dakar	14.6726	-17.432	Senegal	1438725	1686604760	1	
Charlotte	Charlotte	35.2083	-80.8303	United States	1436613	1840014557	1	#2B70C9
Yucheng	Yucheng	30.01	103.0415	China	1434603	1156817119	1	#FFAADE
Kayseri	Kayseri	38.7225	35.4875	Turkey	1434357	1792945815	1.1	
Virginia Beach	Virginia Beach	36.7335	-76.0435	United States	1431821	1840003871	1	#2B70C9
Ruiâ€™an	Rui'an	27.7833	120.625	China	1424667	1156993705	1	#FFAADE
Muscat	Muscat	23.6139	58.5922	Oman	1421409	1512035506	1	
Kharkiv	Kharkiv	49.9925	36.2311	Ukraine	1421125	1804588111	1.3	
Pointe-Noire	Pointe-Noire	-4.7975	11.8503	Congo (Brazzaville)	1420612	1178411563	1	
Medina	Medina	24.47	39.61	Saudi Arabia	1411599	1682345785	1.7	#70B06F
Sangereng	Sangereng	-6.2889	106.7181	Indonesia	1404785	1360029147	1	
FarÄ«dÄbÄd	Faridabad	28.4211	77.3078	India	1404653	1356013205	1	#FF7C4C
Sofia	Sofia	42.6979	23.3217	Bulgaria	1404116	1100762037	1.5	
Ulaanbaatar	Ulaanbaatar	47.9214	106.9055	Mongolia	1396288	1496024767	1	
Adelaide	Adelaide	-34.9275	138.6	Australia	1387290	1036538171	1	#FFA747
Prague	Prague	50.0875	14.4214	Czechia	1384732	1203744823	1.1	
Wenling	Wenling	28.3667	121.3667	China	1366794	1156052493	1	#FFAADE
Copenhagen	Copenhagen	55.6805	12.5615	Denmark	1366301	1208763942	1.5	
Najafgarh	Najafgarh	28.6125	76.9847	India	1365152	1356180206	64	#FF7C4C
Lianjiang	Lianjiang	21.7333	110.2833	China	1363470	1156944106	1	#FFAADE
Helsinki	Helsinki	60.1708	24.9375	Finland	1360075	1246177997	1	
Samsun	Samsun	41.2903	36.3336	Turkey	1356079	1792169057	1	
Milan	Milan	45.4669	9.19	Italy	1354196	1380724377	1	#70B06F
Antalya	Antalya	36.8874	30.7075	Turkey	1344000	1792988434	1.5	
Santiago	Santiago	19.4572	-70.6889	Dominican Republic	1343423	1214985348	1	
Chizhou	Chizhou	30.6654	117.4916	China	1342764	1156131504	1	#FFAADE
Makassar	Makassar	-5.1331	119.4136	Indonesia	1338663	1360051337	1	
Porto Alegre	Porto Alegre	-30.0328	-51.23	Brazil	1332845	1076658221	1	#9CCE59
Huangshan	Huangshan	29.7149	118.3376	China	1330565	1156527426	1	#FFAADE
Gaozhou	Gaozhou	21.9244	110.8422	China	1328657	1156785303	1	#FFAADE
Barranquilla	Barranquilla	10.9833	-74.8019	Colombia	1326588	1170179113	8	
Al BaÅŸrah	Al Basrah	30.515	47.81	Iraq	1326564	1368714645	1	
Benxi	Benxi	41.3039	123.7649	China	1326018	1156097909	13.9	#FFAADE
Saitama	Saitama	35.8614	139.6456	Japan	1325843	1392017719	13.9	#C33C3C
AhvÄz	Ahvaz	31.3047	48.6783	Iran	1325000	1364350188	1	
Guarulhos	Guarulhos	-23.4667	-46.5333	Brazil	1324781	1076730420	32	#9CCE59
Leizhou	Leizhou	20.9143	110.0967	China	1321091	1156863840	1	#FFAADE
JuÃ¡rez	Juarez	31.745	-106.485	Mexico	1321004	1484840083	1	
Mandalay	Mandalay	21.9831	96.0844	Burma	1319452	1104468217	1.5	
Yangquan	Yangquan	37.8571	113.5804	China	1318505	1156157844	1	#FFAADE
Fuqing	Fuqing	25.7167	119.3833	China	1316000	1156893569	1	#FFAADE
Xintai	Xintai	35.909	117.768	China	1315942	1156761230	1	#FFAADE
Tongling	Tongling	30.9456	117.8114	China	1311726	1156629570	1	#FFAADE
Wusong	Wusong	30.945	117.811	China	1311726	1156264408	1	#FFAADE
Calgary	Calgary	51.05	-114.0667	Canada	1306784	1124690423	1	
Meerut	Meerut	28.98	77.71	India	1305429	1356390476	9.2	#FF7C4C
Jacksonville	Jacksonville	30.3322	-81.6749	United States	1303156	1840015031	1	#2B70C9
Kuaidamao	Kuaidamao	41.7283	125.9397	China	1302778	1156106507	1	#FFAADE
Huazhou	Huazhou	21.664	110.6396	China	1291668	1156282637	1	#FFAADE
Milwaukee	Milwaukee	43.0642	-87.9675	United States	1290221	1840003046	1	#2B70C9
Wuzhong	Wuzhong	37.9978	106.1986	China	1284000	1156139322	1	#FFAADE
BelÃ©m	Belem	-1.4558	-48.5039	Brazil	1280614	1076646823	1	#9CCE59
Cacuaco	Cacuaco	-8.8053	13.2444	Angola	1279488	1024559448	1	
Rosario	Rosario	-32.9575	-60.6394	Argentina	1276000	1032770677	1	#84D8FF
Tangier	Tangier	35.7767	-5.8039	Morocco	1275428	1504861504	1	
Antananarivo	Antananarivo	-18.91	47.525	Madagascar	1275207	1450978461	1	
Canagatan	Canagatan	18	121.8	Philippines	1273219	1608697675	1	
Soweto	Soweto	-26.2678	27.8585	South Africa	1271628	1710627007	42.2	
Providence	Providence	41.823	-71.4187	United States	1270529	1840003289	1	#2B70C9
Xiantao	Xiantao	30.328	113.443	China	1268715	1156216927	1	#FFAADE
Jabalpur	Jabalpur	23.1667	79.9333	India	1267564	1356115460	2.6	#FF7C4C
Huaiyin	Huaiyin	33.5819	119.028	China	1264000	1156662372	1	#FFAADE
Yutan	Yutan	28.278	112.552	China	1263332	1156592042	1	#FFAADE
Kazan	Kazan	55.7964	49.1089	Russia	1259173	1643101260	1.3	#4B4B4B
Bagam	Bagam	1.13	104.0531	Indonesia	1256610	1360405604	1	
Dayan	Dayan	26.8552	100.2259	China	1253878	1156828380	1	#FFAADE
ComayagÃ¼ela	Comayaguela	14.098	-87.21	Honduras	1250000	1340762485	1	
Brussels	Brussels	50.8467	4.3525	Belgium	1249597	1056469830	3	
Laiwu	Laiwu	36.1833	117.6667	China	1248636	1156207332	21.1	#FFAADE
Huazhou	Huazhou	32.688	112.087	China	1247807	1156796734	1	#FFAADE
Sharjah	Sharjah	25.3575	55.3908	United Arab Emirates	1247749	1784152993	12.1	
KalyÄn	Kalyan	19.24	73.13	India	1246381	1356172246	1	#FF7C4C
Rucheng	Rucheng	32.246	120.591	China	1241700	1156323529	1	#FFAADE
Barquisimeto	Barquisimeto	10.0636	-69.3347	Venezuela	1240714	1862860739	8	
Yongcheng	Yongcheng	33.9299	116.45	China	1240382	1156841802	1	#FFAADE
Sumedang	Sumedang	-6.84	107.9208	Indonesia	1240000	1360564479	1	
Cáº§n ThÆ¡	Can Tho	10.0333	105.7833	Vietnam	1237300	1704783472	1	
Suwon	Suwon	37.2667	127.0167	Korea, South	1234300	1410679777	10.6	#2B70C9
Yiwu	Yiwu	29.3069	120.0753	China	1234015	1156078044	24.3	#FFAADE
Vasai-Virar	Vasai-Virar	19.47	72.8	India	1221233	1356707797	1	#FF7C4C
Campinas	Campinas	-22.9009	-47.0573	Brazil	1213792	1076145766	5.3	#9CCE59
Dadukou	Dadukou	26.5824	101.7184	China	1212203	1156901342	1	#FFAADE
Lingcheng	Lingcheng	22.708	110.354	China	1211637	1156202191	1	#FFAADE
Shuangyashan	Shuangyashan	46.6762	131.1416	China	1208803	1156245904	1	#FFAADE
Nizhniy Novgorod	Nizhniy Novgorod	56.3269	44.0075	Russia	1204985	1643012126	1	
PÄnÄ«pat	Panipat	29.3875	76.97	India	1202811	1356526780	1	#FF7C4C
Qom	Qom	34.64	50.8764	Iran	1201158	1364701633	1	
Baidoa	Baidoa	3.1167	43.65	Somalia	1200000	1706563100	1	
Hargeysa	Hargeysa	9.56	44.065	Somalia	1200000	1706832021	1	
Mombasa	Mombasa	-4.05	39.6667	Kenya	1200000	1404512373	1	
VÄrÄnasi	Varanasi	25.3189	83.0128	India	1198491	1356145782	1	#FF7C4C
Hiroshima	Hiroshima	34.3914	132.4519	Japan	1198021	1392373695	8	#C33C3C
Chiang Mai	Chiang Mai	18.7953	98.9986	Thailand	1198000	1764662886	1	
Belgrade	Belgrade	44.8178	20.4569	Serbia	1197714	1688374696	2.6	
Maiduguri	Maiduguri	11.8372	13.1542	Nigeria	1197497	1566540296	1	
Kalleli	Kalleli	9.2807	76.8697	India	1197412	1356160389	1	#FF7C4C
Batam Centre	Batam Centre	1.1272	104.0556	Indonesia	1196396	1360024213	1	
Pingdu	Pingdu	36.7769	119.9884	China	1191348	1156157078	1	#FFAADE
Rongcheng	Rongcheng	26.218	104.103	China	1189813	1156122888	1	#FFAADE
Mbandaka	Mbandaka	0.0478	18.2558	Congo (Kinshasa)	1187837	1180720887	1	
Xinyu	Xinyu	27.8186	114.9167	China	1186700	1156138735	1	#FFAADE
Doha	Doha	25.2867	51.5333	Qatar	1186023	1634459660	1	
Shymkent	Shymkent	42.3167	69.5958	Kazakhstan	1184113	1398791401	2.3	
Tripoli	Tripoli	32.8872	13.1914	Libya	1183000	1434201852	1	
SrÄ«nagar	Srinagar	34.09	74.79	India	1180570	1356442950	1	#FF7C4C
Nashville	Nashville	36.1715	-86.7842	United States	1178679	1840036155	1	#2B70C9
Chelyabinsk	Chelyabinsk	55.1547	61.3758	Russia	1177058	1643224011	2	#4B4B4B
AurangÄbÄd	Aurangabad	19.88	75.32	India	1175116	1356840670	1	#FF7C4C
Cilacap	Cilacap	-7.7167	109.017	Indonesia	1174964	1360503809	1	
Xinhualu	Xinhualu	34.3964	113.7402	China	1172237	1156544851	1	#FFAADE
Salt Lake City	Salt Lake City	40.7776	-111.9311	United States	1169033	1840021383	1	#2B70C9
Guankou	Guankou	28.1637	113.6433	China	1168056	1156249346	32	#FFAADE
Bandar Lampung	Bandar Lampung	-5.45	105.2667	Indonesia	1166761	1360243491	3.5	
DhanbÄd	Dhanbad	23.7998	86.4305	India	1162472	1356103392	1	#FF7C4C
Nay Pyi Taw	Nay Pyi Taw	19.7475	96.115	Burma	1160242	1104838105	1	
Aba	Aba	5.1167	7.3667	Nigeria	1160000	1566262000	1	
Jingling	Jingling	30.664	113.167	China	1158640	1156060544	1	#FFAADE
Zhuji	Zhuji	29.7167	120.2333	China	1157938	1156504227	1	#FFAADE
Tegucigalpa	Tegucigalpa	14.1057	-87.204	Honduras	1157509	1340344059	5.3	
Kigali	Kigali	-1.9536	30.0606	Rwanda	1156663	1646923541	1.3	
Samara	Samara	53.2028	50.1408	Russia	1156659	1643205757	1	#4B4B4B
Yingtan	Yingtan	28.2721	117.0395	China	1154223	1156301061	1	#FFAADE
Edmonton	Edmonton	53.5344	-113.4903	Canada	1151635	1124290735	1	
Raleigh	Raleigh	35.8324	-78.6429	United States	1150010	1840014497	1	#2B70C9
Bishkek	Bishkek	42.8667	74.5667	Kyrgyzstan	1145044	1417191971	1	
Bujumbura	Bujumbura	-3.3833	29.3667	Burundi	1143202	1108101689	1.7	
Guyuan	Guyuan	36.01	106.257	China	1142142	1156817541	1	#FFAADE
Leiyang	Leiyang	26.4223	112.8598	China	1140675	1156057789	1	#FFAADE
Krasnodar	Krasnodar	45.0333	38.9667	Russia	1138654	1643438227	1	
Rostov	Rostov	47.2225	39.71	Russia	1135968	1643013518	1	
Maputo	Maputo	-25.9153	32.5764	Mozambique	1133200	1508074843	7	
Bukavu	Bukavu	-2.5061	28.8608	Congo (Kinshasa)	1133000	1180475821	1	
Amritsar	Amritsar	31.64	74.86	India	1132383	1356926507	32	#FF7C4C
Shagamu	Shagamu	6.8333	3.65	Nigeria	1132270	1566202131	1	
AlÄ«garh	Aligarh	27.88	78.08	India	1131160	1356076391	1	#FF7C4C
Zhangye	Zhangye	38.9248	100.4499	China	1131016	1156180353	1	#FFAADE
Ufa	Ufa	54.7261	55.9475	Russia	1128787	1643722928	1.5	#4B4B4B
Santo Domingo	Santo Domingo	18.4764	-69.8933	Dominican Republic	1128678	1214636202	12.1	
Ulsan	Ulsan	35.55	129.3167	Korea, South	1127553	1410134602	1	
Rongcheng	Rongcheng	29.8402	112.9048	China	1120822	1156102432	1	#FFAADE
Tbilisi	Tbilisi	41.7225	44.7925	Georgia	1118035	1268203191	1.7	
GuwÄhÄti	Guwahati	26.1722	91.7458	India	1116267	1356593800	1	#FF7C4C
FÃ¨s	Fes	34.0433	-5.0033	Morocco	1112072	1504861997	1	
Yingchuan	Yingchuan	34.142	113.489	China	1109782	1156748426	1	#FFAADE
Ninh BÃ¬nh	Ninh Binh	20.25	105.8333	Vietnam	1106913	1704442748	1	
Yerevan	Yerevan	40.1814	44.5144	Armenia	1106300	1051074169	2.6	
Mwanza	Mwanza	-2.5167	32.9	Tanzania	1104521	1834011288	1	
Omsk	Omsk	54.9833	73.3667	Russia	1104485	1643360863	1.3	#4B4B4B
Mexicali	Mexicali	32.6633	-115.4678	Mexico	1102342	1484788702	12.1	
Sevilla	Sevilla	37.39	-5.99	Spain	1100000	1724991838	1	#FED142
Ikare	Ikare	7.5167	5.75	Nigeria	1099931	1566683694	1	
Dingzhou	Dingzhou	38.516	114.99	China	1095986	1156656582	1	#FFAADE
Tamale	Tamale	9.4075	-0.8533	Ghana	1095808	1288890688	1	
Yuyao	Yuyao	30.05	121.15	China	1095000	1156221984	1	#FFAADE
